Universityname,uid,Location ,Fee,GRE,IELTS,TOEFL,Percentage,Y/N
University of North Texas- Denton ,85,Texas,14420,303,5.5,89,86,1
University of North Texas- Denton ,85,Texas,14420,306,8.5,88,71,1
University of North Texas- Denton ,85,Texas,14420,323,7.5,89,82,0
University of North Texas- Denton ,85,Texas,14420,322,7.0,72,70,0
University of North Texas- Denton ,85,Texas,14420,335,5.5,75,65,1
University of North Texas- Denton ,85,Texas,14420,300,5.5,85,91,1
University of North Texas- Denton ,85,Texas,14420,329,6.5,102,78,1
University of North Texas- Denton ,85,Texas,14420,299,9.0,87,83,0
University of North Texas- Denton ,85,Texas,14420,301,9.0,116,60,1
University of North Texas- Denton ,85,Texas,14420,293,8.0,88,62,1
University of North Texas- Denton ,85,Texas,14420,333,9.0,107,65,0
University of North Texas- Denton ,85,Texas,14420,331,8.0,81,81,0
University of North Texas- Denton ,85,Texas,14420,330,7.0,85,71,1
University of North Texas- Denton ,85,Texas,14420,303,5.5,91,90,0
University of North Texas- Denton ,85,Texas,14420,304,6.5,105,73,0
University of North Texas- Denton ,85,Texas,14420,307,8.5,114,87,0
University of North Texas- Denton ,85,Texas,14420,296,9.0,88,71,0
University of North Texas- Denton ,85,Texas,14420,316,9.0,84,75,1
University of North Texas- Denton ,85,Texas,14420,303,5.0,79,77,1
University of North Texas- Denton ,85,Texas,14420,297,6.5,110,94,0
University of North Texas- Denton ,85,Texas,14420,331,5.5,89,92,0
University of North Texas- Denton ,85,Texas,14420,340,6.5,101,78,0
University of North Texas- Denton ,85,Texas,14420,337,7.0,113,85,1
University of North Texas- Denton ,85,Texas,14420,307,8.5,105,95,1
University of North Texas- Denton ,85,Texas,14420,338,6.0,100,82,0
University of North Texas- Denton ,85,Texas,14420,332,7.0,76,74,0
University of North Texas- Denton ,85,Texas,14420,295,8.5,115,74,0
University of North Texas- Denton ,85,Texas,14420,295,5.5,70,69,0
University of North Texas- Denton ,85,Texas,14420,337,8.5,90,69,0
University of North Texas- Denton ,85,Texas,14420,327,5.5,93,72,0
University of North Texas- Denton ,85,Texas,14420,333,6.5,110,85,0
University of North Texas- Denton ,85,Texas,14420,332,7.5,106,84,1
University of North Texas- Denton ,85,Texas,14420,298,6.5,88,91,0
University of North Texas- Denton ,85,Texas,14420,322,6.0,106,72,0
University of North Texas- Denton ,85,Texas,14420,321,6.5,119,83,0
University of North Texas- Denton ,85,Texas,14420,336,8.5,89,76,0
University of North Texas- Denton ,85,Texas,14420,311,7.0,111,85,0
University of North Texas- Denton ,85,Texas,14420,338,7.5,75,76,1
University of North Texas- Denton ,85,Texas,14420,322,8.5,72,76,0
University of North Texas- Denton ,85,Texas,14420,307,7.0,101,76,0
University of North Texas- Denton ,85,Texas,14420,336,5.5,110,79,1
University of North Texas- Denton ,85,Texas,14420,293,5.0,70,73,1
University of North Texas- Denton ,85,Texas,14420,307,7.5,78,93,1
University of North Texas- Denton ,85,Texas,14420,323,5.5,86,71,1
University of North Texas- Denton ,85,Texas,14420,299,8.0,94,66,0
University of North Texas- Denton ,85,Texas,14420,337,6.5,86,92,1
University of North Texas- Denton ,85,Texas,14420,333,5.0,97,74,0
University of North Texas- Denton ,85,Texas,14420,319,7.0,101,61,0
University of North Texas- Denton ,85,Texas,14420,317,7.5,78,64,0
CSU- Fullerton,86,California,19098,307,7.0,82,69,1
CSU- Fullerton,86,California,19098,326,7.0,97,83,0
CSU- Fullerton,86,California,19098,298,5.5,100,88,0
CSU- Fullerton,86,California,19098,297,5.5,82,71,1
CSU- Fullerton,86,California,19098,326,9.0,95,61,0
CSU- Fullerton,86,California,19098,304,8.5,102,67,0
CSU- Fullerton,86,California,19098,314,7.5,108,83,1
CSU- Fullerton,86,California,19098,299,8.5,118,74,0
CSU- Fullerton,86,California,19098,302,6.5,119,73,0
CSU- Fullerton,86,California,19098,336,5.5,103,68,0
CSU- Fullerton,86,California,19098,306,7.0,113,73,1
CSU- Fullerton,86,California,19098,323,8.0,77,84,0
CSU- Fullerton,86,California,19098,297,8.5,102,79,0
CSU- Fullerton,86,California,19098,329,7.5,76,79,0
CSU- Fullerton,86,California,19098,327,9.0,100,75,1
CSU- Fullerton,86,California,19098,294,8.0,115,93,1
CSU- Fullerton,86,California,19098,295,6.5,70,68,1
CSU- Fullerton,86,California,19098,320,8.5,103,94,1
CSU- Fullerton,86,California,19098,313,7.5,87,85,1
CSU- Fullerton,86,California,19098,304,5.5,100,69,1
CSU- Fullerton,86,California,19098,298,7.0,81,85,1
CSU- Fullerton,86,California,19098,296,7.5,77,65,1
CSU- Fullerton,86,California,19098,317,7.0,118,93,0
CSU- Fullerton,86,California,19098,332,6.0,118,71,1
CSU- Fullerton,86,California,19098,309,8.5,98,62,1
CSU- Fullerton,86,California,19098,305,8.5,74,88,0
CSU- Fullerton,86,California,19098,334,6.0,72,66,0
CSU- Fullerton,86,California,19098,306,5.5,85,62,0
CSU- Fullerton,86,California,19098,329,6.0,115,77,0
CSU- Fullerton,86,California,19098,317,5.0,74,75,1
CSU- Fullerton,86,California,19098,297,6.0,120,68,0
CSU- Fullerton,86,California,19098,313,7.5,88,80,1
CSU- Fullerton,86,California,19098,338,8.5,80,83,0
CSU- Fullerton,86,California,19098,325,5.0,71,65,1
CSU- Fullerton,86,California,19098,325,7.5,105,94,0
CSU- Fullerton,86,California,19098,320,8.0,98,60,0
CSU- Fullerton,86,California,19098,333,5.5,117,67,0
CSU- Fullerton,86,California,19098,329,6.0,120,88,0
CSU- Fullerton,86,California,19098,298,7.0,93,64,0
CSU- Fullerton,86,California,19098,323,7.0,96,83,0
CSU- Fullerton,86,California,19098,329,7.5,88,79,1
CSU- Fullerton,86,California,19098,299,5.5,103,89,0
CSU- Fullerton,86,California,19098,305,5.5,115,76,1
CSU- Fullerton,86,California,19098,304,5.5,101,66,0
CSU- Fullerton,86,California,19098,318,6.5,98,79,0
CSU- Fullerton,86,California,19098,333,6.0,116,74,0
CSU- Fullerton,86,California,19098,296,5.5,102,67,1
CSU- Fullerton,86,California,19098,294,7.5,105,69,1
CSU- Fullerton,86,California,19098,305,7.0,75,87,1
CSU- Fullerton,86,California,19098,290,8.0,87,61,0
CSU- Fullerton,86,California,19098,298,7.5,97,64,0
CSU- Fullerton,86,California,19098,313,7.0,106,84,0
CSU- Fullerton,86,California,19098,334,6.0,85,90,0
CSU- Fullerton,86,California,19098,300,8.5,110,92,1
CSU- Fullerton,86,California,19098,306,6.5,103,92,0
CSU- Fullerton,86,California,19098,302,6.5,119,92,1
CSU- Fullerton,86,California,19098,326,8.5,88,71,1
CSU- Fullerton,86,California,19098,305,5.0,90,64,0
CSU- Fullerton,86,California,19098,337,7.5,72,73,0
CSU- Fullerton,86,California,19098,330,5.5,98,73,1
CSU- Fullerton,86,California,19098,316,8.0,76,66,1
CSU- Fullerton,86,California,19098,338,7.0,112,93,0
CSU- Fullerton,86,California,19098,340,6.5,76,73,0
CSU- Fullerton,86,California,19098,325,5.0,103,76,1
CSU- Fullerton,86,California,19098,312,7.0,106,73,1
CSU- Fullerton,86,California,19098,290,9.0,90,68,0
CSU- Fullerton,86,California,19098,325,9.0,113,94,0
CSU- Fullerton,86,California,19098,307,9.0,73,80,0
CSU- Fullerton,86,California,19098,310,5.0,108,60,0
CSU- Fullerton,86,California,19098,338,8.0,76,90,0
CSU- Fullerton,86,California,19098,298,5.0,99,79,0
CSU- Fullerton,86,California,19098,330,6.0,73,76,1
CSU- Fullerton,86,California,19098,305,6.0,102,72,0
CSU- Fullerton,86,California,19098,311,7.5,94,60,1
CSU- Fullerton,86,California,19098,312,6.0,98,76,1
CSU- Fullerton,86,California,19098,295,7.0,118,87,1
CSU- Fullerton,86,California,19098,336,5.5,94,80,0
CSU- Fullerton,86,California,19098,330,6.0,73,93,1
CSU- Fullerton,86,California,19098,321,6.5,86,63,0
CSU- Fullerton,86,California,19098,336,7.5,99,88,1
CSU- Fullerton,86,California,19098,297,5.0,96,69,1
Florida International University,87,Florida,17419,301,5.5,99,89,1
Florida International University,87,Florida,17419,338,7.0,111,83,1
Florida International University,87,Florida,17419,290,7.5,71,62,1
Florida International University,87,Florida,17419,321,7.0,100,94,1
Florida International University,87,Florida,17419,324,5.5,100,72,0
Florida International University,87,Florida,17419,318,7.5,114,80,0
Florida International University,87,Florida,17419,298,8.5,102,63,1
Florida International University,87,Florida,17419,312,5.0,75,83,1
Florida International University,87,Florida,17419,301,5.0,83,64,0
Florida International University,87,Florida,17419,336,6.0,110,70,0
Florida International University,87,Florida,17419,310,6.0,114,93,0
Florida International University,87,Florida,17419,303,7.0,101,70,1
Florida International University,87,Florida,17419,303,8.0,85,71,0
Florida International University,87,Florida,17419,306,5.0,86,65,0
Florida International University,87,Florida,17419,337,8.0,71,76,1
Florida International University,87,Florida,17419,327,8.5,89,71,1
Florida International University,87,Florida,17419,336,5.5,85,91,1
Florida International University,87,Florida,17419,316,7.0,80,83,1
Florida International University,87,Florida,17419,313,7.5,115,91,0
Florida International University,87,Florida,17419,293,9.0,103,80,1
Florida International University,87,Florida,17419,296,5.5,96,84,0
Florida International University,87,Florida,17419,331,5.5,103,86,1
Florida International University,87,Florida,17419,301,5.0,96,90,1
Florida International University,87,Florida,17419,316,7.5,105,63,0
Florida International University,87,Florida,17419,308,5.5,117,72,1
Florida International University,87,Florida,17419,316,6.5,100,66,1
Florida International University,87,Florida,17419,330,6.5,102,62,1
Florida International University,87,Florida,17419,320,7.0,117,85,0
Florida International University,87,Florida,17419,306,5.0,84,81,1
Florida International University,87,Florida,17419,317,9.0,81,92,0
Florida International University,87,Florida,17419,295,8.5,103,76,0
Florida International University,87,Florida,17419,305,7.5,99,79,0
Florida International University,87,Florida,17419,292,8.5,95,94,1
Florida International University,87,Florida,17419,328,9.0,92,83,1
Florida International University,87,Florida,17419,296,8.5,111,66,0
Florida International University,87,Florida,17419,337,6.5,95,73,1
Florida International University,87,Florida,17419,310,8.0,87,85,1
Florida International University,87,Florida,17419,294,8.5,90,84,0
Florida International University,87,Florida,17419,330,6.5,92,83,1
Florida International University,87,Florida,17419,292,8.5,103,65,0
Florida International University,87,Florida,17419,334,7.0,104,83,0
Florida International University,87,Florida,17419,310,8.0,73,81,0
Florida International University,87,Florida,17419,309,5.0,96,82,1
Florida International University,87,Florida,17419,335,7.0,113,70,0
Florida International University,87,Florida,17419,302,7.5,117,85,1
Florida International University,87,Florida,17419,340,7.0,89,61,1
Florida International University,87,Florida,17419,328,5.0,78,77,1
Florida International University,87,Florida,17419,311,8.0,107,79,0
Florida International University,87,Florida,17419,325,7.0,91,66,1
Florida International University,87,Florida,17419,319,7.5,118,68,1
Florida International University,87,Florida,17419,291,5.5,117,89,1
Florida International University,87,Florida,17419,326,5.5,115,61,1
Florida International University,87,Florida,17419,298,5.5,115,84,1
Florida International University,87,Florida,17419,310,7.5,92,61,1
Florida International University,87,Florida,17419,302,5.5,112,94,0
Florida International University,87,Florida,17419,320,5.0,88,95,1
Florida International University,87,Florida,17419,313,5.5,100,62,1
Florida International University,87,Florida,17419,303,6.5,117,81,1
Florida International University,87,Florida,17419,313,5.5,114,69,1
Florida International University,87,Florida,17419,297,6.0,94,67,0
Florida International University,87,Florida,17419,316,7.0,105,62,0
Florida International University,87,Florida,17419,317,8.5,110,67,1
Florida International University,87,Florida,17419,307,6.0,98,66,0
Florida International University,87,Florida,17419,302,7.0,96,75,1
Florida International University,87,Florida,17419,295,5.0,91,69,1
Florida International University,87,Florida,17419,309,6.5,100,76,0
Florida International University,87,Florida,17419,330,5.0,88,69,1
Florida International University,87,Florida,17419,307,7.5,87,90,0
Florida International University,87,Florida,17419,312,7.5,119,82,1
Florida International University,87,Florida,17419,313,5.0,75,84,0
Florida International University,87,Florida,17419,338,8.0,111,64,0
Florida International University,87,Florida,17419,324,6.5,89,68,1
Florida International University,87,Florida,17419,324,5.0,84,68,1
Florida International University,87,Florida,17419,314,7.0,115,90,0
Florida International University,87,Florida,17419,310,7.5,85,89,0
Florida International University,87,Florida,17419,290,8.5,83,65,1
Florida International University,87,Florida,17419,334,9.0,90,79,1
Florida International University,87,Florida,17419,323,8.5,100,68,0
Florida International University,87,Florida,17419,340,5.0,80,87,1
Florida International University,87,Florida,17419,337,8.5,90,77,0
Florida International University,87,Florida,17419,291,8.0,102,87,0
Southern Illinois University- Edwardsville,88,llinois,18500,312,8.5,109,74,1
Southern Illinois University- Edwardsville,88,llinois,18500,328,8.0,78,70,0
Southern Illinois University- Edwardsville,88,llinois,18500,295,5.5,118,81,1
Southern Illinois University- Edwardsville,88,llinois,18500,327,7.5,120,70,1
Southern Illinois University- Edwardsville,88,llinois,18500,336,8.0,116,65,0
Southern Illinois University- Edwardsville,88,llinois,18500,292,5.0,99,61,1
Southern Illinois University- Edwardsville,88,llinois,18500,322,7.0,86,86,0
Southern Illinois University- Edwardsville,88,llinois,18500,295,7.0,119,63,0
Southern Illinois University- Edwardsville,88,llinois,18500,308,9.0,98,66,1
Southern Illinois University- Edwardsville,88,llinois,18500,296,8.0,119,61,1
Southern Illinois University- Edwardsville,88,llinois,18500,293,7.5,99,87,0
Southern Illinois University- Edwardsville,88,llinois,18500,302,5.0,87,64,0
Southern Illinois University- Edwardsville,88,llinois,18500,304,8.0,101,68,1
Southern Illinois University- Edwardsville,88,llinois,18500,332,8.5,118,70,0
Southern Illinois University- Edwardsville,88,llinois,18500,332,6.5,101,65,1
Southern Illinois University- Edwardsville,88,llinois,18500,306,9.0,101,85,0
Southern Illinois University- Edwardsville,88,llinois,18500,310,7.5,74,94,1
Southern Illinois University- Edwardsville,88,llinois,18500,339,7.5,92,78,1
Southern Illinois University- Edwardsville,88,llinois,18500,332,5.5,78,64,1
Southern Illinois University- Edwardsville,88,llinois,18500,309,8.5,96,86,1
Southern Illinois University- Edwardsville,88,llinois,18500,324,7.5,72,94,0
Southern Illinois University- Edwardsville,88,llinois,18500,337,7.5,113,81,1
Southern Illinois University- Edwardsville,88,llinois,18500,290,6.5,97,72,0
Southern Illinois University- Edwardsville,88,llinois,18500,314,5.5,84,83,1
Southern Illinois University- Edwardsville,88,llinois,18500,316,5.5,82,72,0
Southern Illinois University- Edwardsville,88,llinois,18500,308,7.5,117,69,1
Southern Illinois University- Edwardsville,88,llinois,18500,329,8.5,74,90,1
Southern Illinois University- Edwardsville,88,llinois,18500,297,9.0,119,63,0
Southern Illinois University- Edwardsville,88,llinois,18500,317,5.5,102,79,0
Southern Illinois University- Edwardsville,88,llinois,18500,301,5.0,95,94,0
Southern Illinois University- Edwardsville,88,llinois,18500,316,8.5,114,93,1
Southern Illinois University- Edwardsville,88,llinois,18500,307,5.5,120,63,1
Southern Illinois University- Edwardsville,88,llinois,18500,320,7.5,72,74,1
Southern Illinois University- Edwardsville,88,llinois,18500,309,8.5,73,84,0
Southern Illinois University- Edwardsville,88,llinois,18500,321,7.5,109,82,0
Southern Illinois University- Edwardsville,88,llinois,18500,337,5.5,105,64,1
Southern Illinois University- Edwardsville,88,llinois,18500,334,5.5,106,77,1
Southern Illinois University- Edwardsville,88,llinois,18500,309,7.0,91,86,0
Southern Illinois University- Edwardsville,88,llinois,18500,322,6.5,94,90,1
Southern Illinois University- Edwardsville,88,llinois,18500,303,6.0,110,93,0
Southern Illinois University- Edwardsville,88,llinois,18500,311,5.5,95,74,1
Southern Illinois University- Edwardsville,88,llinois,18500,292,7.0,75,86,0
Southern Illinois University- Edwardsville,88,llinois,18500,340,5.0,70,77,1
Southern Illinois University- Edwardsville,88,llinois,18500,292,6.5,74,81,1
Southern Illinois University- Edwardsville,88,llinois,18500,327,9.0,74,91,0
Southern Illinois University- Edwardsville,88,llinois,18500,292,6.0,75,87,0
Southern Illinois University- Edwardsville,88,llinois,18500,336,7.0,80,60,1
Southern Illinois University- Edwardsville,88,llinois,18500,302,9.0,108,62,1
Southern Illinois University- Edwardsville,88,llinois,18500,296,7.5,78,94,1
Southern Illinois University- Edwardsville,88,llinois,18500,305,5.5,119,77,1
Southern Illinois University- Edwardsville,88,llinois,18500,320,6.5,101,61,1
Southern Illinois University- Edwardsville,88,llinois,18500,290,5.5,104,65,1
Southern Illinois University- Edwardsville,88,llinois,18500,313,7.0,109,93,1
Southern Illinois University- Edwardsville,88,llinois,18500,331,8.5,87,68,1
Southern Illinois University- Edwardsville,88,llinois,18500,320,8.5,107,64,0
Southern Illinois University- Edwardsville,88,llinois,18500,305,5.5,102,66,0
Southern Illinois University- Edwardsville,88,llinois,18500,315,5.0,114,73,0
Southern Illinois University- Edwardsville,88,llinois,18500,298,8.5,86,91,0
Southern Illinois University- Edwardsville,88,llinois,18500,302,5.5,87,90,0
Southern Illinois University- Edwardsville,88,llinois,18500,328,5.5,94,74,1
Southern Illinois University- Edwardsville,88,llinois,18500,294,8.0,108,95,0
Southern Illinois University- Edwardsville,88,llinois,18500,290,7.5,83,68,0
Southern Illinois University- Edwardsville,88,llinois,18500,340,6.0,93,60,1
Southern Illinois University- Edwardsville,88,llinois,18500,318,7.0,104,85,1
Southern Illinois University- Edwardsville,88,llinois,18500,330,8.0,92,65,0
Southern Illinois University- Edwardsville,88,llinois,18500,317,7.0,115,83,0
Southern Illinois University- Edwardsville,88,llinois,18500,309,5.5,111,77,0
Southern Illinois University- Edwardsville,88,llinois,18500,303,6.0,118,65,0
Southern Illinois University- Edwardsville,88,llinois,18500,314,7.5,90,95,0
Southern Illinois University- Edwardsville,88,llinois,18500,328,6.5,98,89,0
Southern Illinois University- Edwardsville,88,llinois,18500,298,5.0,86,64,1
Southern Illinois University- Edwardsville,88,llinois,18500,314,6.5,73,64,1
Southern Illinois University- Edwardsville,88,llinois,18500,309,9.0,100,78,1
Southern Illinois University- Edwardsville,88,llinois,18500,319,6.5,80,86,1
Southern Illinois University- Edwardsville,88,llinois,18500,300,6.5,118,93,1
Southern Illinois University- Edwardsville,88,llinois,18500,310,6.5,104,60,0
Southern Illinois University- Edwardsville,88,llinois,18500,325,6.5,79,83,0
Southern Illinois University- Edwardsville,88,llinois,18500,320,5.0,110,89,1
Southern Illinois University- Edwardsville,88,llinois,18500,303,5.0,91,89,0
Southern Illinois University- Edwardsville,88,llinois,18500,322,5.5,77,61,0
Southern Illinois University- Edwardsville,88,llinois,18500,331,7.0,72,85,1
Wichita State university,89,Kansas,13612,307,8.5,97,94,1
Wichita State university,89,Kansas,13612,295,7.0,73,88,0
Wichita State university,89,Kansas,13612,317,7.0,113,67,1
Wichita State university,89,Kansas,13612,309,6.0,112,65,1
Wichita State university,89,Kansas,13612,304,5.0,117,86,0
Wichita State university,89,Kansas,13612,324,8.0,98,95,0
Wichita State university,89,Kansas,13612,315,5.0,100,74,1
Wichita State university,89,Kansas,13612,298,6.5,97,69,1
Wichita State university,89,Kansas,13612,300,9.0,79,92,1
Wichita State university,89,Kansas,13612,323,9.0,89,76,0
Wichita State university,89,Kansas,13612,312,8.0,78,74,1
Wichita State university,89,Kansas,13612,331,5.0,81,85,0
Wichita State university,89,Kansas,13612,312,9.0,105,80,1
Wichita State university,89,Kansas,13612,329,7.0,101,64,0
Wichita State university,89,Kansas,13612,305,7.0,79,61,1
Wichita State university,89,Kansas,13612,297,8.0,80,94,0
Wichita State university,89,Kansas,13612,298,6.0,91,93,0
Wichita State university,89,Kansas,13612,296,7.5,82,78,0
Wichita State university,89,Kansas,13612,293,6.5,77,82,1
Wichita State university,89,Kansas,13612,339,8.0,114,78,0
Wichita State university,89,Kansas,13612,339,7.5,112,87,0
Wichita State university,89,Kansas,13612,319,8.0,89,95,0
Wichita State university,89,Kansas,13612,306,9.0,106,77,0
Wichita State university,89,Kansas,13612,311,8.5,96,80,1
Wichita State university,89,Kansas,13612,319,6.5,70,60,1
Wichita State university,89,Kansas,13612,330,8.0,115,71,0
Wichita State university,89,Kansas,13612,324,6.0,105,68,0
Wichita State university,89,Kansas,13612,325,7.5,75,78,1
Wichita State university,89,Kansas,13612,340,7.5,86,71,0
Wichita State university,89,Kansas,13612,340,8.0,87,73,0
Wichita State university,89,Kansas,13612,292,7.5,99,76,0
Wichita State university,89,Kansas,13612,337,6.5,101,74,1
Wichita State university,89,Kansas,13612,290,7.0,70,69,1
Wichita State university,89,Kansas,13612,299,7.0,76,95,1
Wichita State university,89,Kansas,13612,291,5.0,104,86,0
Wichita State university,89,Kansas,13612,301,5.0,117,64,0
Wichita State university,89,Kansas,13612,297,7.0,79,87,0
Wichita State university,89,Kansas,13612,324,8.0,89,91,1
Wichita State university,89,Kansas,13612,308,6.0,95,71,0
Wichita State university,89,Kansas,13612,340,6.0,72,92,0
Wichita State university,89,Kansas,13612,306,6.5,74,95,1
Wichita State university,89,Kansas,13612,317,5.0,119,65,0
Wichita State university,89,Kansas,13612,322,7.0,97,63,0
Wichita State university,89,Kansas,13612,338,5.5,84,75,0
Wichita State university,89,Kansas,13612,315,9.0,89,89,0
Wichita State university,89,Kansas,13612,325,6.5,117,65,1
Wichita State university,89,Kansas,13612,301,6.0,113,67,1
Wichita State university,89,Kansas,13612,328,7.0,85,86,1
Wichita State university,89,Kansas,13612,318,8.0,88,78,1
Wichita State university,89,Kansas,13612,328,6.5,89,94,0
Wichita State university,89,Kansas,13612,327,7.0,84,74,1
Wichita State university,89,Kansas,13612,317,9.0,83,78,0
Wichita State university,89,Kansas,13612,295,5.0,105,79,1
Wichita State university,89,Kansas,13612,334,5.5,105,73,0
Wichita State university,89,Kansas,13612,327,5.0,110,76,0
Wichita State university,89,Kansas,13612,298,9.0,104,61,0
Wichita State university,89,Kansas,13612,306,7.5,119,92,0
Wichita State university,89,Kansas,13612,294,9.0,73,62,0
Wichita State university,89,Kansas,13612,298,5.5,113,87,0
Wichita State university,89,Kansas,13612,299,6.5,98,82,1
Wichita State university,89,Kansas,13612,316,9.0,94,65,0
Wichita State university,89,Kansas,13612,335,9.0,118,60,1
Wichita State university,89,Kansas,13612,315,6.0,105,87,0
Wichita State university,89,Kansas,13612,316,7.0,91,85,1
Wichita State university,89,Kansas,13612,317,8.5,119,74,1
Wichita State university,89,Kansas,13612,322,7.5,79,89,0
Wichita State university,89,Kansas,13612,323,8.0,86,79,0
Wichita State university,89,Kansas,13612,304,5.0,111,81,0
Wichita State university,89,Kansas,13612,328,9.0,80,93,1
Wichita State university,89,Kansas,13612,312,6.5,109,60,1
Wichita State university,89,Kansas,13612,304,8.0,117,73,0
Wichita State university,89,Kansas,13612,324,7.5,96,82,0
Wichita State university,89,Kansas,13612,299,5.5,86,84,0
Wichita State university,89,Kansas,13612,291,7.5,92,74,0
Wichita State university,89,Kansas,13612,307,5.0,119,70,1
Wichita State university,89,Kansas,13612,314,7.0,119,83,0
Wichita State university,89,Kansas,13612,300,6.0,81,94,0
Wichita State university,89,Kansas,13612,305,5.5,83,75,1
Wichita State university,89,Kansas,13612,293,9.0,88,86,0
Wichita State university,89,Kansas,13612,313,8.0,76,88,0
Wichita State university,89,Kansas,13612,306,7.5,92,79,1
Louisiana State University- Ruston,90,Louisiana,16018,310,5.5,119,92,0
Louisiana State University- Ruston,90,Louisiana,16018,308,6.0,115,89,0
Louisiana State University- Ruston,90,Louisiana,16018,321,9.0,107,76,0
Louisiana State University- Ruston,90,Louisiana,16018,319,5.0,114,82,1
Louisiana State University- Ruston,90,Louisiana,16018,300,8.5,108,60,0
Louisiana State University- Ruston,90,Louisiana,16018,297,6.0,97,76,1
Louisiana State University- Ruston,90,Louisiana,16018,336,5.0,79,73,1
Louisiana State University- Ruston,90,Louisiana,16018,291,5.5,107,82,0
Louisiana State University- Ruston,90,Louisiana,16018,292,5.0,72,95,1
Louisiana State University- Ruston,90,Louisiana,16018,318,6.5,120,90,0
Louisiana State University- Ruston,90,Louisiana,16018,297,7.5,96,85,1
Louisiana State University- Ruston,90,Louisiana,16018,319,7.5,108,61,1
Louisiana State University- Ruston,90,Louisiana,16018,290,8.5,70,63,0
Louisiana State University- Ruston,90,Louisiana,16018,329,5.5,106,81,1
Louisiana State University- Ruston,90,Louisiana,16018,307,5.0,110,69,1
Louisiana State University- Ruston,90,Louisiana,16018,323,8.0,88,77,0
Louisiana State University- Ruston,90,Louisiana,16018,326,5.5,77,61,1
Louisiana State University- Ruston,90,Louisiana,16018,331,8.0,110,84,1
Louisiana State University- Ruston,90,Louisiana,16018,336,8.5,119,77,0
Louisiana State University- Ruston,90,Louisiana,16018,294,6.0,79,68,0
Louisiana State University- Ruston,90,Louisiana,16018,319,6.5,99,68,1
Louisiana State University- Ruston,90,Louisiana,16018,295,8.0,99,77,1
Louisiana State University- Ruston,90,Louisiana,16018,294,7.0,110,65,1
Louisiana State University- Ruston,90,Louisiana,16018,324,5.0,105,91,1
Louisiana State University- Ruston,90,Louisiana,16018,320,5.0,102,73,0
Louisiana State University- Ruston,90,Louisiana,16018,327,8.5,105,74,1
Louisiana State University- Ruston,90,Louisiana,16018,293,9.0,111,92,1
Louisiana State University- Ruston,90,Louisiana,16018,295,7.0,77,73,1
Louisiana State University- Ruston,90,Louisiana,16018,335,8.0,114,73,0
Louisiana State University- Ruston,90,Louisiana,16018,325,7.0,97,89,1
Louisiana State University- Ruston,90,Louisiana,16018,308,8.5,105,87,0
Louisiana State University- Ruston,90,Louisiana,16018,299,9.0,118,83,0
Louisiana State University- Ruston,90,Louisiana,16018,301,7.5,94,62,0
Louisiana State University- Ruston,90,Louisiana,16018,330,6.5,113,66,0
Louisiana State University- Ruston,90,Louisiana,16018,324,5.0,90,88,0
Louisiana State University- Ruston,90,Louisiana,16018,337,9.0,80,69,1
Louisiana State University- Ruston,90,Louisiana,16018,298,7.5,96,91,1
Louisiana State University- Ruston,90,Louisiana,16018,310,7.5,91,67,0
Louisiana State University- Ruston,90,Louisiana,16018,315,5.5,70,93,1
Louisiana State University- Ruston,90,Louisiana,16018,314,7.0,74,95,1
Louisiana State University- Ruston,90,Louisiana,16018,305,8.0,73,88,0
Louisiana State University- Ruston,90,Louisiana,16018,294,5.5,73,89,1
Louisiana State University- Ruston,90,Louisiana,16018,331,7.0,98,91,1
Louisiana State University- Ruston,90,Louisiana,16018,327,8.5,72,63,0
Louisiana State University- Ruston,90,Louisiana,16018,335,7.0,117,94,0
Louisiana State University- Ruston,90,Louisiana,16018,336,5.5,75,87,1
Louisiana State University- Ruston,90,Louisiana,16018,298,5.5,71,66,0
Louisiana State University- Ruston,90,Louisiana,16018,325,8.5,93,83,0
Louisiana State University- Ruston,90,Louisiana,16018,337,8.0,100,93,1
Louisiana State University- Ruston,90,Louisiana,16018,333,7.5,75,60,1
Louisiana State University- Ruston,90,Louisiana,16018,314,5.0,118,87,1
Louisiana State University- Ruston,90,Louisiana,16018,310,5.0,106,95,0
Louisiana State University- Ruston,90,Louisiana,16018,292,7.0,74,95,0
Louisiana State University- Ruston,90,Louisiana,16018,291,5.5,73,73,1
Louisiana State University- Ruston,90,Louisiana,16018,308,7.5,98,76,0
Louisiana State University- Ruston,90,Louisiana,16018,321,5.0,95,61,0
Louisiana State University- Ruston,90,Louisiana,16018,306,8.0,90,61,1
Louisiana State University- Ruston,90,Louisiana,16018,295,8.5,97,87,0
Louisiana State University- Ruston,90,Louisiana,16018,315,8.0,77,92,1
Louisiana State University- Ruston,90,Louisiana,16018,321,7.5,74,76,1
Louisiana State University- Ruston,90,Louisiana,16018,312,9.0,99,92,1
Louisiana State University- Ruston,90,Louisiana,16018,329,8.0,106,94,1
Louisiana State University- Ruston,90,Louisiana,16018,311,5.0,116,60,1
Louisiana State University- Ruston,90,Louisiana,16018,298,6.5,82,71,0
Louisiana State University- Ruston,90,Louisiana,16018,321,7.5,95,81,0
Louisiana State University- Ruston,90,Louisiana,16018,326,6.0,112,64,1
Louisiana State University- Ruston,90,Louisiana,16018,315,5.5,85,94,1
Louisiana State University- Ruston,90,Louisiana,16018,293,7.5,119,84,0
